chrom	length	bases	mean	min	max
scaffold_1	8340845	327748191	39.29	0	667
scaffold_1_region	8340845	327748191	39.29	0	667
scaffold_2	8079863	324102990	40.11	0	3281
scaffold_2_region	8079863	324102990	40.11	0	3281
scaffold_3	6494557	264396434	40.71	0	809
scaffold_3_region	6494557	264396434	40.71	0	809
scaffold_4	3437093	142279395	41.40	0	1572
scaffold_4_region	3437093	142279395	41.40	0	1572
scaffold_5	1489275	63910381	42.91	0	799
scaffold_5_region	1489275	63910381	42.91	0	799
scaffold_6	152617	109178261	715.37	0	1758
scaffold_6_region	152617	109178261	715.37	0	1758
scaffold_7	119732	9180592	76.68	0	399
scaffold_7_region	119732	9180592	76.68	0	399
scaffold_8	80756	747758	9.26	0	33
scaffold_8_region	80756	747758	9.26	0	33
scaffold_9	76740	5463993	71.20	0	268
scaffold_9_region	76740	5463993	71.20	0	268
scaffold_10	5129	1231	0.24	0	1
scaffold_10_region	5129	1231	0.24	0	1
total	28276607	1247009226	44.10	0	3281
total_region	28276607	1247009226	44.10	0	3281
