chrom	length	bases	mean	min	max
scaffold_1	8340845	144340727	17.31	0	1222
scaffold_1_region	8340845	144340727	17.31	0	1222
scaffold_2	8079863	135082736	16.72	0	905
scaffold_2_region	8079863	135082736	16.72	0	905
scaffold_3	6494557	113153158	17.42	0	731
scaffold_3_region	6494557	113153158	17.42	0	731
scaffold_4	3437093	61443191	17.88	0	555
scaffold_4_region	3437093	61443191	17.88	0	555
scaffold_5	1489275	25927825	17.41	0	482
scaffold_5_region	1489275	25927825	17.41	0	482
scaffold_6	152617	49189979	322.31	0	828
scaffold_6_region	152617	49189979	322.31	0	828
scaffold_7	119732	5724060	47.81	0	214
scaffold_7_region	119732	5724060	47.81	0	214
scaffold_8	80756	420224	5.20	0	43
scaffold_8_region	80756	420224	5.20	0	43
scaffold_9	76740	4815266	62.75	0	168
scaffold_9_region	76740	4815266	62.75	0	168
scaffold_10	5129	9060	1.77	0	12
scaffold_10_region	5129	9060	1.77	0	12
total	28276607	540106226	19.10	0	1222
total_region	28276607	540106226	19.10	0	1222
